Fid,TripID,RouteID,StopID,StopName,WeekBeginning,NumberOfBoardings,Label
172.217.10.227-10.42.0.211-443-57568-6,44694,700,73874,9  Marion Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.42-50.22.240.183-33182-443-6,44694,700,74037,79  Portrush Rd,30-06-2022  72:00:00 AM,12,1
202.77.129.230-10.42.0.211-80-60571-6,44694,700,72266,Zone A Arndale Interchange,30-06-2022  72:00:00 AM,5,0
10.42.0.211-123.125.29.220-37914-80-6,44694,700,72285,223 Woodville Rd,30-06-2022  72:00:00 AM,7,0
203.205.158.61-10.42.0.211-80-60055-6,44695,700,74723,773 Cross Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-10.42.0.1-62891-53-17,44695,700,72352,Woodville,30-06-2022  72:00:00 AM,17,1
172.217.11.10-10.42.0.151-443-35850-6,44695,700,74770,770 Cross Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-106.39.162.36-39566-80-6,44695,700,74767,782 Cross Rd,30-06-2022  72:00:00 AM,13,1
10.42.0.151-10.42.0.1-26896-53-17,44695,700,73730,8G  Marion Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-64.71.142.124-58436-80-6,44695,700,74047,70A  Marion Rd,30-06-2022  72:00:00 AM,24,1
183.79.250.123-10.42.0.211-443-60624-6,44695,700,74098,767 Cross Rd,30-06-2022  72:00:00 AM,5,0
10.42.0.151-10.42.0.1-62202-53-17,44695,700,74083,765 Cross Rd,30-06-2022  72:00:00 AM,12,1
180.76.135.213-10.42.0.211-80-58665-6,44695,700,74705,769 Cross Rd,30-06-2022  72:00:00 AM,13,1
180.163.255.159-10.42.0.211-80-52115-6,44695,700,74727,772 Cross Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.1-10.42.0.42-53-40214-17,44695,700,73337,9A  Holbrooks Rd,30-06-2022  72:00:00 AM,14,1
10.42.0.211-72.21.206.53-57931-443-6,44695,700,77887,765A Cross Rd,30-06-2022  72:00:00 AM,73,0
10.42.0.151-10.42.0.1-33460-53-17,44695,700,73499,8C  Marion Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-10.42.0.1-11660-53-17,44695,700,73627,8E  Marion Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.151-54.230.38.124-47520-80-6,44695,700,74746,777 Cross Rd,30-06-2022  72:00:00 AM,14,1
10.42.0.1-10.42.0.42-53-50423-17,44695,700,72463,220 Woodville Rd,30-06-2022  72:00:00 AM,4,0
216.58.219.234-10.42.0.151-443-41169-6,44695,700,72939,78  Crittenden Rd,30-06-2022  72:00:00 AM,13,1
198.11.188.80-10.42.0.211-443-38835-6,44695,700,72527,279 Woodville Rd,30-06-2022  72:00:00 AM,5,0
183.79.249.252-10.42.0.211-443-37085-6,44695,700,73937,9B  Marion Rd,30-06-2022  72:00:00 AM,14,1
172.217.10.46-10.42.0.151-443-41156-6,44695,700,74077,763 Cross Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-61.155.222.80-55879-80-6,44695,700,74773,777 Cross Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.211-23.192.76.180-43158-80-6,44695,700,72670,277 Findon Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-10.42.0.1-62269-53-17,44695,700,73375,207 Marion Rd,30-06-2022  72:00:00 AM,13,1
220.243.219.55-10.42.0.211-80-50378-6,44695,700,74737,77A  Marion Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.211-52.84.134.65-41284-443-6,44695,700,72472,227 Woodville Rd,30-06-2022  72:00:00 AM,13,1
10.42.0.1-10.42.0.42-53-24780-17,44695,700,73269,70  Holbrooks Rd,30-06-2022  72:00:00 AM,77,0
198.11.132.221-10.42.0.211-443-52880-6,44695,700,74735,775 Cross Rd,30-06-2022  72:00:00 AM,12,1
172.217.10.33-10.42.0.42-443-58775-6,44695,700,74000,70  Marion Rd,30-06-2022  72:00:00 AM,12,1
10.42.0.211-10.42.0.1-4370-53-17,44695,700,74742,776 Cross Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.151-103.43.91.11-46665-443-6,44695,700,74752,779 Cross Rd,30-06-2022  72:00:00 AM,7,0
198.105.244.11-10.42.0.151-80-57934-6,44695,700,72663,276 Findon Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.151-52.84.64.213-49594-443-6,44695,700,72947,77  Grange Rd,30-06-2022  72:00:00 AM,13,1
222.73.28.96-10.42.0.211-80-58704-6,44695,700,73073,205 Holbrooks Rd,30-06-2022  72:00:00 AM,73,1
172.217.10.13-10.42.0.151-443-36488-6,44695,700,74777,783 Cross Rd,30-06-2022  72:00:00 AM,8,0
203.205.158.60-10.42.0.211-80-54864-6,44695,700,72747,23  Findon Rd,30-06-2022  72:00:00 AM,12,1
172.217.12.138-10.42.0.151-443-36882-6,44695,700,72953,207 Holbrooks Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.151-106.39.169.66-42730-80-6,44695,700,72833,22 Crittenden Rd,30-06-2022  72:00:00 AM,17,0
162.208.22.39-10.42.0.211-443-45088-6,44696,700,72580,278 Findon Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.211-10.42.0.1-2606-53-17,44696,700,73337,9A  Holbrooks Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-10.42.0.1-14219-53-17,44696,700,72527,279 Woodville Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-10.42.0.1-62007-53-17,44696,700,74737,77A  Marion Rd,30-06-2022  72:00:00 AM,6,0
10.42.0.211-10.42.0.1-7789-53-17,44696,700,72463,220 Woodville Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.211-10.42.0.1-42023-53-17,44696,700,72947,77  Grange Rd,30-06-2022  72:00:00 AM,4,0
10.42.0.42-52.45.159.13-59954-443-6,44696,700,73874,9  Marion Rd,30-06-2022  72:00:00 AM,17,1
172.217.12.131-10.42.0.151-443-60651-6,44696,700,73953,9C  Marion Rd,30-06-2022  72:00:00 AM,18,0
8.0.6.4-8.6.0.1-0-0-0,44696,700,72352,Woodville,30-06-2022  72:00:00 AM,7,1
10.42.0.211-106.39.162.36-53895-80-6,44696,700,73877,8K  Marion Rd,30-06-2022  72:00:00 AM,2,0
184.169.179.173-10.42.0.211-443-33756-6,44696,700,74000,70  Marion Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.42-52.84.1.250-32959-443-6,44696,700,74047,70A  Marion Rd,30-06-2022  72:00:00 AM,70,1
162.208.22.39-10.42.0.211-443-49602-6,44696,700,72266,Zone A Arndale Interchange,30-06-2022  72:00:00 AM,9,0
10.42.0.151-10.42.0.1-19739-53-17,44696,700,72747,23  Findon Rd,30-06-2022  72:00:00 AM,19,1
172.217.6.206-10.42.0.151-443-49938-6,44696,700,73375,207 Marion Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.211-104.97.83.15-48367-443-6,44696,700,73073,205 Holbrooks Rd,30-06-2022  72:00:00 AM,8,0
10.42.0.211-10.42.0.1-62457-53-17,44696,700,72472,227 Woodville Rd,30-06-2022  72:00:00 AM,7,1
169.47.5.232-10.42.0.42-443-46754-6,44696,700,73499,8C  Marion Rd,30-06-2022  72:00:00 AM,2,1
209.10.120.26-10.42.0.211-80-49566-6,44696,700,73669,8F  Marion Rd,30-06-2022  72:00:00 AM,7,0
172.217.3.98-10.42.0.211-443-35206-6,44696,700,73269,70  Holbrooks Rd,30-06-2022  72:00:00 AM,70,1
182.22.31.252-10.42.0.211-443-54126-6,44696,700,73905,9A  Marion Rd,30-06-2022  72:00:00 AM,7,0
172.217.6.202-10.42.0.211-443-49160-6,44696,700,73937,9B  Marion Rd,30-06-2022  72:00:00 AM,14,1
172.217.6.234-10.42.0.151-443-37680-6,44697,700,73874,9  Marion Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.151-10.42.0.1-47021-53-17,44697,700,72266,Zone A Arndale Interchange,30-06-2022  72:00:00 AM,17,1
180.149.136.247-10.42.0.211-80-36871-6,44697,700,72580,278 Findon Rd,30-06-2022  72:00:00 AM,7,0
172.217.12.165-10.42.0.151-443-49662-6,44697,700,72747,23  Findon Rd,30-06-2022  72:00:00 AM,8,0
10.42.0.211-10.42.0.1-21088-53-17,44697,700,74037,79  Portrush Rd,30-06-2022  72:00:00 AM,4,1
202.77.129.230-10.42.0.42-80-42302-6,44697,700,72527,279 Woodville Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.1-10.42.0.42-53-8271-17,44697,700,74737,77A  Marion Rd,30-06-2022  72:00:00 AM,77,0
172.217.10.13-10.42.0.42-443-55280-6,44697,700,73577,8D  Marion Rd,30-06-2022  72:00:00 AM,15,1
172.217.10.97-10.42.0.42-443-36800-6,44697,700,74777,783 Cross Rd,30-06-2022  72:00:00 AM,12,1
10.42.0.211-115.239.210.141-58053-443-6,44697,700,73953,9C  Marion Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.151-121.12.98.64-59147-80-6,44697,700,74742,776 Cross Rd,30-06-2022  72:00:00 AM,38,0
203.205.128.137-10.42.0.151-80-44012-6,44697,700,74735,775 Cross Rd,30-06-2022  72:00:00 AM,4,0
10.42.0.211-98.139.225.43-45613-443-6,44697,700,72472,227 Woodville Rd,30-06-2022  72:00:00 AM,12,1
172.217.10.234-10.42.0.151-443-44837-6,44697,700,73730,8G  Marion Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.1-10.42.0.42-53-59209-17,44697,700,74098,767 Cross Rd,30-06-2022  72:00:00 AM,42,1
10.42.0.211-74.6.105.13-36292-443-6,44697,700,73337,9A  Holbrooks Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-104.192.108.27-53831-80-6,44697,700,73499,8C  Marion Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.211-31.13.71.1-59911-443-6,44697,700,73669,8F  Marion Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.1-10.42.0.42-53-41491-17,44697,700,73782,73  Holbrooks Rd,30-06-2022  72:00:00 AM,12,1
8.0.6.4-8.6.0.1-0-0-0,44697,700,73788,8J  Marion Rd,30-06-2022  72:00:00 AM,7,0
172.217.3.110-10.42.0.151-443-52887-6,44697,700,74746,777 Cross Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-10.42.0.1-43518-53-17,44697,700,77887,765A Cross Rd,30-06-2022  72:00:00 AM,732,0
172.217.10.104-10.42.0.211-443-39945-6,44697,700,72463,220 Woodville Rd,30-06-2022  72:00:00 AM,14,1
10.42.0.211-54.230.36.192-45765-80-6,44697,700,73073,205 Holbrooks Rd,30-06-2022  72:00:00 AM,4,0
10.42.0.42-85.93.5.83-57931-80-6,44697,700,74773,777 Cross Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.211-10.42.0.1-6135-53-17,44697,700,74758,787 Cross Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.151-10.42.0.1-56730-53-17,44697,700,73040,206 Holbrooks Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.151-66.198.24.253-48777-443-6,44697,700,74047,70A  Marion Rd,30-06-2022  72:00:00 AM,4,0
169.47.5.252-10.42.0.211-443-41851-6,44697,700,74705,769 Cross Rd,30-06-2022  72:00:00 AM,77,1
157.240.0.17-10.42.0.211-443-47114-6,44697,700,74755,780 Cross Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.211-23.219.23.167-53385-80-6,44697,700,72352,Woodville,30-06-2022  72:00:00 AM,7,0
172.217.12.202-10.42.0.211-443-57200-6,44697,700,73877,8K  Marion Rd,30-06-2022  72:00:00 AM,12,1
10.42.0.211-104.97.95.172-45818-80-6,44697,700,73937,9B  Marion Rd,30-06-2022  72:00:00 AM,7,0
202.77.129.54-10.42.0.211-80-49358-6,44697,700,74000,70  Marion Rd,30-06-2022  72:00:00 AM,7,0
172.217.10.66-10.42.0.211-443-34728-6,44697,700,74770,770 Cross Rd,30-06-2022  72:00:00 AM,12,1
174.35.73.108-10.42.0.42-443-38227-6,44697,700,73269,70  Holbrooks Rd,30-06-2022  72:00:00 AM,72,1
10.42.0.211-98.139.199.204-43183-443-6,44697,700,74095,766 Cross Rd,30-06-2022  72:00:00 AM,2,0
172.217.12.206-10.42.0.151-443-47992-6,44698,700,72747,23  Findon Rd,30-06-2022  72:00:00 AM,12,1
10.42.0.151-10.42.0.1-59634-53-17,44698,700,73754,72  Portrush Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-52.84.29.134-48899-443-6,44698,700,73807,73  Portrush Rd,30-06-2022  72:00:00 AM,14,1
198.11.132.221-10.42.0.151-443-58831-6,44698,700,74037,79  Portrush Rd,30-06-2022  72:00:00 AM,6,0
10.42.0.151-10.42.0.1-1267-53-17,44698,700,73895,75  Portrush Rd,30-06-2022  72:00:00 AM,17,1
172.217.10.46-10.42.0.42-443-44570-6,44698,700,73073,205 Holbrooks Rd,30-06-2022  72:00:00 AM,12,0
10.42.0.42-98.139.199.204-51997-443-6,44698,700,73669,8F  Marion Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.151-10.42.0.1-35748-53-17,44698,700,72947,77  Grange Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-52.84.145.28-33531-443-6,44698,700,73788,8J  Marion Rd,30-06-2022  72:00:00 AM,18,1
206.126.112.141-10.42.0.42-443-36408-6,44698,700,74735,775 Cross Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.151-106.11.95.2-49627-443-6,44698,700,74742,776 Cross Rd,30-06-2022  72:00:00 AM,14,1
203.205.158.63-10.42.0.211-80-38560-6,44698,700,74752,779 Cross Rd,30-06-2022  72:00:00 AM,17,1
198.105.244.11-10.42.0.211-80-43366-6,44698,700,73269,70  Holbrooks Rd,30-06-2022  72:00:00 AM,4,0
10.42.0.151-10.42.0.1-60798-53-17,44698,700,73390,8  Portrush Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-65.55.118.92-35986-80-6,44698,700,74737,77A  Marion Rd,30-06-2022  72:00:00 AM,4,0
172.217.12.142-10.42.0.211-443-38251-6,44698,700,73379,9  Portrush Rd,30-06-2022  72:00:00 AM,17,1
220.170.182.31-10.42.0.211-443-59786-6,44698,700,73767,8H  Marion Rd,30-06-2022  72:00:00 AM,15,1
157.56.52.23-10.42.0.42-40033-35600-6,44698,700,74000,70  Marion Rd,30-06-2022  72:00:00 AM,14,1
10.42.0.211-10.42.0.1-65503-53-17,44698,700,72285,223 Woodville Rd,30-06-2022  72:00:00 AM,7,1
151.101.1.140-10.42.0.211-443-44562-6,44698,700,73577,8D  Marion Rd,30-06-2022  72:00:00 AM,15,1
10.42.0.42-91.190.219.41-33662-12350-6,44698,700,73937,9B  Marion Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-123.125.29.220-55274-80-6,44698,700,72463,220 Woodville Rd,30-06-2022  72:00:00 AM,13,1
10.42.0.211-10.42.0.1-22522-53-17,44698,700,73978,76  Portrush Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-121.12.98.64-57442-80-6,44698,700,73337,9A  Holbrooks Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.42-72.21.206.53-45583-443-6,44698,700,74702,768 Cross Rd,30-06-2022  72:00:00 AM,7,0
8.0.6.4-8.6.0.1-0-0-0,44698,700,77887,765A Cross Rd,30-06-2022  72:00:00 AM,13,1
209.10.120.26-10.42.0.211-80-44733-6,44698,700,74746,777 Cross Rd,30-06-2022  72:00:00 AM,22,0
10.42.0.42-54.239.17.112-51124-443-6,44698,700,73730,8G  Marion Rd,30-06-2022  72:00:00 AM,14,1
10.42.0.151-10.42.0.1-26991-53-17,44698,700,74047,70A  Marion Rd,30-06-2022  72:00:00 AM,3,0
172.217.9.225-10.42.0.151-443-35559-6,44698,700,74077,763 Cross Rd,30-06-2022  72:00:00 AM,17,1
169.45.248.108-10.42.0.151-5222-55041-6,44698,700,74705,769 Cross Rd,30-06-2022  72:00:00 AM,75,0
10.42.0.211-10.42.0.1-54844-53-17,44698,700,74083,765 Cross Rd,30-06-2022  72:00:00 AM,13,1
10.42.0.1-10.42.0.42-53-16572-17,44698,700,74098,767 Cross Rd,30-06-2022  72:00:00 AM,14,1
172.217.10.42-10.42.0.42-443-58057-6,44698,700,73468,749 Portrush Rd,30-06-2022  72:00:00 AM,40,0
10.42.0.151-119.146.74.32-55485-443-6,44698,700,74770,770 Cross Rd,30-06-2022  72:00:00 AM,14,1
192.229.163.180-10.42.0.211-443-47636-6,44698,700,73877,8K  Marion Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.151-10.42.0.1-22556-53-17,44698,700,73953,9C  Marion Rd,30-06-2022  72:00:00 AM,17,0
8.0.6.4-8.6.0.1-0-0-0,44699,700,73807,73  Portrush Rd,30-06-2022  72:00:00 AM,74,1
10.42.0.211-123.125.29.220-34638-80-6,44699,700,73937,9B  Marion Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.211-66.231.239.120-35547-80-6,44699,700,72939,78  Crittenden Rd,30-06-2022  72:00:00 AM,7,0
140.205.32.3-10.42.0.211-443-56389-6,44699,700,73269,70  Holbrooks Rd,30-06-2022  72:00:00 AM,15,1
10.42.0.211-77.234.44.79-56575-443-6,44699,700,73627,8E  Marion Rd,30-06-2022  72:00:00 AM,3,0
208.80.154.224-10.42.0.211-443-47891-6,44699,700,73669,8F  Marion Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.211-106.39.169.66-59735-443-6,44699,700,74735,775 Cross Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.211-66.198.24.225-55317-80-6,44699,700,74752,779 Cross Rd,30-06-2022  72:00:00 AM,12,1
172.217.11.34-10.42.0.151-443-58961-6,44699,700,74755,780 Cross Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-10.42.0.1-4610-53-17,44699,700,77887,765A Cross Rd,30-06-2022  72:00:00 AM,2,0
172.217.10.74-10.42.0.151-443-46237-6,44699,700,72747,23  Findon Rd,30-06-2022  72:00:00 AM,4,0
172.217.10.10-10.42.0.211-443-50243-6,44699,700,74037,79  Portrush Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-10.42.0.1-19958-53-17,44699,700,74064,20  Cross Rd,30-06-2022  72:00:00 AM,3,0
202.77.129.150-10.42.0.211-80-48418-6,44699,700,74770,770 Cross Rd,30-06-2022  72:00:00 AM,13,1
180.149.153.68-10.42.0.211-80-60033-6,44699,700,73468,749 Portrush Rd,30-06-2022  72:00:00 AM,15,1
10.42.0.211-10.42.0.1-45243-53-17,44699,700,73630,752 Portrush Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-47.89.69.217-33936-80-6,44699,700,74000,70  Marion Rd,30-06-2022  72:00:00 AM,7,0
222.73.28.96-10.42.0.211-80-34397-6,44699,700,74047,70A  Marion Rd,30-06-2022  72:00:00 AM,11,0
172.217.6.206-10.42.0.151-443-37106-6,44699,700,72352,Woodville,30-06-2022  72:00:00 AM,17,1
209.85.232.188-10.42.0.151-5228-57481-6,44699,700,72663,276 Findon Rd,30-06-2022  72:00:00 AM,13,1
10.42.0.211-66.231.239.124-34048-443-6,44699,700,73073,205 Holbrooks Rd,30-06-2022  72:00:00 AM,17,1
172.217.12.170-10.42.0.211-443-47222-6,44699,700,73379,9  Portrush Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.211-66.231.239.122-52341-80-6,44699,700,74742,776 Cross Rd,30-06-2022  72:00:00 AM,13,1
192.229.173.173-10.42.0.42-80-55310-6,44699,700,72947,77  Grange Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-23.194.141.143-36948-443-6,44699,700,74095,766 Cross Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.151-10.42.0.1-5088-53-17,44699,700,72463,220 Woodville Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-10.42.0.1-55677-53-17,44699,700,73577,8D  Marion Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.151-111.202.114.77-52895-80-6,44699,700,73776,77  Portrush Rd,30-06-2022  72:00:00 AM,2,0
192.229.173.173-10.42.0.211-80-51586-6,44699,700,74083,765 Cross Rd,30-06-2022  72:00:00 AM,16,1
10.42.0.211-123.125.29.220-55258-80-6,44699,700,72527,279 Woodville Rd,30-06-2022  72:00:00 AM,3,0
172.217.11.35-10.42.0.151-80-54054-6,44699,700,73730,8G  Marion Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.151-123.125.29.138-37558-80-6,44699,700,74077,763 Cross Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-23.203.49.224-36162-443-6,44699,700,74737,77A  Marion Rd,30-06-2022  72:00:00 AM,2,1
172.217.10.14-10.42.0.211-443-39422-6,44700,700,73767,8H  Marion Rd,30-06-2022  72:00:00 AM,7,0
169.47.42.102-10.42.0.211-443-57250-6,44700,700,74047,70A  Marion Rd,30-06-2022  72:00:00 AM,12,1
10.42.0.151-10.42.0.1-33766-53-17,44700,700,74702,768 Cross Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.151-103.43.91.11-46665-443-6,44700,700,74770,770 Cross Rd,30-06-2022  72:00:00 AM,4,0
209.10.120.26-10.42.0.211-80-34840-6,44700,700,74095,766 Cross Rd,30-06-2022  72:00:00 AM,17,1
182.22.24.124-10.42.0.211-443-33020-6,44700,700,74767,782 Cross Rd,30-06-2022  72:00:00 AM,12,0
10.42.0.1-10.42.0.42-53-65101-17,44700,700,72663,276 Findon Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-23.192.76.180-46699-443-6,44700,700,74077,763 Cross Rd,30-06-2022  72:00:00 AM,14,1
10.42.0.211-77.234.44.201-57603-80-6,44700,700,74773,777 Cross Rd,30-06-2022  72:00:00 AM,13,1
10.42.0.211-52.208.99.154-48199-443-6,44700,700,74755,780 Cross Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-106.39.162.36-43642-80-6,44700,700,72833,22 Crittenden Rd,30-06-2022  72:00:00 AM,17,1
205.204.101.182-10.42.0.211-443-49841-6,44700,700,73499,8C  Marion Rd,30-06-2022  72:00:00 AM,2,0
192.229.173.173-10.42.0.42-80-38024-6,44700,700,73337,9A  Holbrooks Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.1-10.42.0.42-53-51990-17,44700,700,74064,20  Cross Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.211-10.42.0.1-18914-53-17,44700,700,77887,765A Cross Rd,30-06-2022  72:00:00 AM,16,1
10.42.0.211-123.125.29.220-52276-80-6,44700,700,73730,8G  Marion Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.211-10.42.0.1-12949-53-17,44700,700,74098,767 Cross Rd,30-06-2022  72:00:00 AM,13,1
10.42.0.211-61.135.185.139-54819-80-6,44700,700,72472,227 Woodville Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.151-104.193.88.109-58875-80-6,44700,700,73269,70  Holbrooks Rd,30-06-2022  72:00:00 AM,17,1
172.217.3.98-10.42.0.211-443-37004-6,44700,700,74083,765 Cross Rd,30-06-2022  72:00:00 AM,2,0
162.208.22.39-10.42.0.211-443-37017-6,44700,700,74723,773 Cross Rd,30-06-2022  72:00:00 AM,15,1
172.217.10.66-10.42.0.151-443-59905-6,44700,700,74735,775 Cross Rd,30-06-2022  72:00:00 AM,9,1
172.217.6.234-10.42.0.211-443-40588-6,44700,700,72670,277 Findon Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.151-66.198.178.50-49616-80-6,44700,700,74752,779 Cross Rd,30-06-2022  72:00:00 AM,5,0
10.42.0.211-113.108.216.233-33242-80-6,44700,700,72285,223 Woodville Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.151-115.239.210.141-35224-443-6,44700,700,72947,77  Grange Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.211-54.192.48.23-46940-80-6,44700,700,72527,279 Woodville Rd,30-06-2022  72:00:00 AM,7,0
172.217.6.234-10.42.0.211-443-51855-6,44700,700,73375,207 Marion Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.211-10.42.0.1-63964-53-17,44700,700,74737,77A  Marion Rd,30-06-2022  72:00:00 AM,15,1
172.217.10.42-10.42.0.151-443-54504-6,44700,700,72747,23  Findon Rd,30-06-2022  72:00:00 AM,9,0
151.101.46.2-10.42.0.211-443-59831-6,44700,700,74037,79  Portrush Rd,30-06-2022  72:00:00 AM,7,0
175.100.207.232-10.42.0.211-443-54093-6,44707,700,74770,770 Cross Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.211-10.42.0.1-40959-53-17,44707,700,72806,27  Crittenden Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.42-31.13.69.197-53874-443-6,44707,700,73337,9A  Holbrooks Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.211-10.42.0.1-31391-53-17,44707,700,74047,70A  Marion Rd,30-06-2022  72:00:00 AM,7,0
172.217.7.131-10.42.0.211-80-38213-6,44707,700,74077,763 Cross Rd,30-06-2022  72:00:00 AM,12,1
10.42.0.151-31.13.69.229-50432-443-6,44707,700,72527,279 Woodville Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-64.71.142.124-51151-443-6,44707,700,72266,Zone A Arndale Interchange,30-06-2022  72:00:00 AM,13,1
10.42.0.211-64.71.142.124-55841-443-6,44707,700,74037,79  Portrush Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.211-119.146.74.34-59621-80-6,44707,700,73877,8K  Marion Rd,30-06-2022  72:00:00 AM,17,1
173.194.66.188-10.42.0.42-5228-58327-6,44707,700,73269,70  Holbrooks Rd,30-06-2022  72:00:00 AM,12,0
10.42.0.151-104.192.110.245-54119-443-6,44707,700,74729,774 Cross Rd,30-06-2022  72:00:00 AM,17,1
202.77.129.150-10.42.0.211-80-49798-6,44707,700,72663,276 Findon Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.211-123.125.115.164-47713-443-6,44707,700,73073,205 Holbrooks Rd,30-06-2022  72:00:00 AM,27,0
173.194.74.113-10.42.0.42-443-48147-6,44702,700,72726,23  Findon Rd,30-06-2022  72:00:00 AM,15,1
220.243.205.152-10.42.0.211-80-43948-6,44702,700,72576,279 Woodville Rd,30-06-2022  72:00:00 AM,73,0
8.0.6.4-8.6.0.1-0-0-0,44702,700,72780,22A  Crittenden Rd,30-06-2022  72:00:00 AM,6,0
172.217.3.110-10.42.0.42-443-39374-6,44702,700,73335,9A  Holbrooks Rd,30-06-2022  72:00:00 AM,13,1
10.42.0.42-111.206.25.159-58318-80-6,44702,700,73383,8A  Marion Rd,30-06-2022  72:00:00 AM,19,1
10.42.0.151-40.78.68.158-48521-443-6,44702,700,73678,8E  Marion Rd,30-06-2022  72:00:00 AM,7,0
172.217.10.106-10.42.0.211-443-60261-6,44702,700,72472,220 Woodville Rd,30-06-2022  72:00:00 AM,12,1
182.22.25.124-10.42.0.211-443-54060-6,44702,700,74757,779 Cross Rd,30-06-2022  72:00:00 AM,7,0
203.205.158.60-10.42.0.211-80-54162-6,44702,700,73586,8D  Marion Rd,30-06-2022  72:00:00 AM,12,1
202.77.129.54-10.42.0.211-80-60054-6,44702,700,73273,203 Holbrooks Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.1-10.42.0.42-53-32846-17,44702,700,73045,206 Holbrooks Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.211-10.42.0.1-46509-53-17,44702,700,73875,9  Marion Rd,30-06-2022  72:00:00 AM,17,0
180.163.15.184-10.42.0.211-80-32982-6,44702,700,74045,79  Portrush Rd,30-06-2022  72:00:00 AM,7,1
172.217.6.240-10.42.0.42-443-59508-6,44702,700,74732,775 Cross Rd,30-06-2022  72:00:00 AM,4,0
203.205.158.63-10.42.0.151-80-52166-6,44702,700,74733,77A  Marion Rd,30-06-2022  72:00:00 AM,3,0
